target_pref_name,canonical_smiles,molecule_chembl_id,standard_value,standard_type,target_organism,Kd_M,pKd
Bromodomain testis-specific protein,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3ccnc4ccccc34)c12,CHEMBL4171228,5.5,Kd,Homo sapiens,5.5000000000000004e-09,8.259637310505756
Bromodomain testis-specific protein,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3ccnc4ccccc34)c12,CHEMBL4171228,9.7,Kd,Homo sapiens,9.7e-09,8.013228265733755
Bromodomain testis-specific protein,CNC(=O)c1ccc(-c2cc3cccc(-c4nn(C5CCOCC5)c5c4CN(C(C)=O)CC5)c3cn2)cn1,CHEMBL4208820,1200.0,Kd,Homo sapiens,1.2000000000000002e-06,5.920818753952375
Bromodomain testis-specific protein,CNC(=O)c1ccc(-c2cc3cccc(-c4nn(C5CCOCC5)c5c4CN(C(C)=O)CC5)c3cn2)cn1,CHEMBL4208820,3600.0,Kd,Homo sapiens,3.6000000000000003e-06,5.443697499232712
Bromodomain testis-specific protein,CNC(=O)c1ccc(-c2cc3cccc(-c4nn(C5CCOCC5)c5c4CN(C(C)=O)CC5)c3cn2)cn1,CHEMBL4208820,10000.0,Kd,Homo sapiens,1e-05,5.0
Bromodomain testis-specific protein,CC(=O)N1c2ccc(C3=CCNCC3)cc2N(Cc2ccccc2CO)C[C@@H]1C1CC1,CHEMBL4218735,1862.09,Kd,Homo sapiens,1.86209e-06,5.7299993321845495
Bromodomain testis-specific protein,CC(=O)N1c2ccc(C3=CCNCC3)cc2N(Cc2ccccc2CO)C[C@@H]1C1CC1,CHEMBL4218735,20.89,Kd,Homo sapiens,2.089e-08,7.680061560019691
Bromodomain testis-specific protein,CN(C)CCN1CCN(c2nc(NCc3cccc(Cl)c3)c3cc(-c4ccc(=O)n(C)c4)ccc3n2)CC1,CHEMBL4288569,20.0,Kd,Homo sapiens,2e-08,7.698970004336019
Bromodomain testis-specific protein,CN(C)CCN1CCN(c2nc(NCc3cccc(Cl)c3)c3cc(-c4ccc(=O)n(C)c4)ccc3n2)CC1,CHEMBL4288569,67.0,Kd,Homo sapiens,6.7e-08,7.173925197299173
Bromodomain testis-specific protein,CN(C)CCN1CCN(c2nc(NCc3cccc(Cl)c3)c3cc(-c4ccc(=O)n(C)c4)ccc3n2)CC1,CHEMBL4288569,160.0,Kd,Homo sapiens,1.6e-07,6.795880017344075
Bromodomain testis-specific protein,Cc1ccc2ncccc2c1-c1cc(-c2c(C)noc2C)cc2nc(C3CC3)[nH]c12,CHEMBL3926851,19.0,Kd,Homo sapiens,1.9e-08,7.721246399047171
Bromodomain testis-specific protein,Cc1ccc2ncccc2c1-c1cc(-c2c(C)noc2C)cc2nc(C3CC3)[nH]c12,CHEMBL3926851,4.9,Kd,Homo sapiens,4.900000000000001e-09,8.309803919971486
Bromodomain testis-specific protein,Cc1ccc2ncccc2c1-c1cc(-c2c(C)noc2C)cc2nc(C3CC3)[nH]c12,CHEMBL3926851,5.0,Kd,Homo sapiens,5e-09,8.301029995663981
Bromodomain testis-specific protein,Cc1nnc2n1-c1ccc(-c3cnn(C)c3)cc1[C@H](Nc1ccc(Cl)cc1)CC2,CHEMBL4528047,64.0,Kd,Homo sapiens,6.4e-08,7.1938200260161125
Bromodomain testis-specific protein,Cc1nnc2n1-c1ccc(-c3cnn(C)c3)cc1[C@H](Nc1ccc(Cl)cc1)CC2,CHEMBL4528047,3.0,Kd,Homo sapiens,3.0000000000000004e-09,8.522878745280337
Bromodomain testis-specific protein,CCS(=O)(=O)Cc1cnc(Oc2ccc(F)cc2F)c(-c2cc(C)c3c(=O)[nH]ccn23)c1,CHEMBL4440098,2.1,Kd,Homo sapiens,2.1e-09,8.67778070526608
Bromodomain testis-specific protein,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,CHEMBL2393130,4836.0,Kd,Homo sapiens,4.836e-06,5.315513707811266
Bromodomain testis-specific protein,COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OC[C@@H](O)CN4CCCCC4)c(C)c3)oc2c1,CHEMBL4549898,2502.0,Kd,Homo sapiens,2.5020000000000004e-06,5.601712694642599
Bromodomain testis-specific protein,COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OC[C@@H](O)CN4CCN(C)CC4)c(C)c3)oc2c1,CHEMBL4517875,2765.0,Kd,Homo sapiens,2.765e-06,5.5583048643592825
Bromodomain testis-specific protein,COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OC[C@H](O)CN4CCCCC4)c(C)c3)oc2c1,CHEMBL4455209,2869.0,Kd,Homo sapiens,2.869e-06,5.542269451754001
Bromodomain testis-specific protein,COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OC[C@H](O)CN4CCN(C)CC4)c(C)c3)oc2c1,CHEMBL4557050,3592.0,Kd,Homo sapiens,3.592e-06,5.444663672004733
Bromodomain testis-specific protein,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,CHEMBL1957266,183.0,Kd,Homo sapiens,1.83e-07,6.73754891026957
Bromodomain testis-specific protein,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,CHEMBL2393130,708.0,Kd,Homo sapiens,7.08e-07,6.149966742310231
Bromodomain testis-specific protein,COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OC[C@@H](O)CN4CCCCC4)c(C)c3)oc2c1,CHEMBL4549898,2411.0,Kd,Homo sapiens,2.4110000000000003e-06,5.617802789622546
Bromodomain testis-specific protein,COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OC[C@@H](O)CN4CCN(C)CC4)c(C)c3)oc2c1,CHEMBL4517875,2545.0,Kd,Homo sapiens,2.545e-06,5.594312213327222
Bromodomain testis-specific protein,COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OC[C@H](O)CN4CCCCC4)c(C)c3)oc2c1,CHEMBL4455209,2317.0,Kd,Homo sapiens,2.317e-06,5.635073966210024
Bromodomain testis-specific protein,COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OC[C@H](O)CN4CCN(C)CC4)c(C)c3)oc2c1,CHEMBL4557050,3176.0,Kd,Homo sapiens,3.176e-06,5.498119506244941
Bromodomain testis-specific protein,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,CHEMBL1957266,217.0,Kd,Homo sapiens,2.1700000000000002e-07,6.663540266151471
Bromodomain testis-specific protein,COC(=O)N1CCSC(c2cccs2)CC1,CHEMBL4435656,270000.0,Kd,Homo sapiens,0.00027,3.5686362358410126
Bromodomain testis-specific protein,COC(=O)N1CCSC(c2cccs2)CC1,CHEMBL4435656,83000.0,Kd,Homo sapiens,8.300000000000001e-05,4.080921907623926
Bromodomain testis-specific protein,CCS(=O)(=O)Nc1cc(-c2cn(C)c3c(=O)[nH]ccc23)cc2c1ccn2C(C)(c1ccccn1)c1ccccn1,CHEMBL4648912,0.14,Kd,Homo sapiens,1.4000000000000003e-10,9.853871964321762
Bromodomain testis-specific protein,CCS(=O)(=O)Nc1cc(-c2cn(C)c3c(=O)[nH]ccc23)cc2c1ccn2C(C)(c1ccccn1)c1ccccn1,CHEMBL4648912,0.23,Kd,Homo sapiens,2.3000000000000003e-10,9.638272163982407
Bromodomain testis-specific protein,CCS(=O)(=O)Nc1cc(-c2cn(C)c3c(=O)[nH]ccc23)cc2c1ccn2C(C)(c1ccccn1)c1ccccn1,CHEMBL4648912,1.4,Kd,Homo sapiens,1.4e-09,8.853871964321762
Bromodomain testis-specific protein,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,CHEMBL4094346,6.0,Kd,Homo sapiens,6.000000000000001e-09,8.221848749616356
Bromodomain testis-specific protein,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,CHEMBL3133807,40.2,Kd,Homo sapiens,4.02e-08,7.39577394691553
Bromodomain testis-specific protein,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,CHEMBL3133807,172.1,Kd,Homo sapiens,1.721e-07,6.76421912967244
Bromodomain testis-specific protein,Cc1noc(C)c1-c1ccc2nc(-c3cnn(CC(C)(C)O)c3)nc(N3CCOC[C@@H]3c3ccccc3)c2c1,CHEMBL4749664,76.0,Kd,Homo sapiens,7.6e-08,7.119186407719209
Bromodomain testis-specific protein,Cc1noc(C)c1-c1ccc2nc(-c3cnn(CC(C)(C)O)c3)nc(N3CCOC[C@@H]3c3ccccc3)c2c1,CHEMBL4749664,160.0,Kd,Homo sapiens,1.6e-07,6.795880017344075
Bromodomain testis-specific protein,Cc1noc(C)c1-c1ccc2nc(-c3cnn(CC(C)(C)O)c3)nc(N3CCOC[C@@H]3c3ccccc3)c2c1,CHEMBL4749664,170.0,Kd,Homo sapiens,1.7000000000000001e-07,6.769551078621726
Bromodomain testis-specific protein,CN1C(=O)c2c(F)cccc2Oc2cc(N[C@H]3CC[C@H](O)CC3)ncc21,CHEMBL4763016,170.0,Kd,Homo sapiens,1.7000000000000001e-07,6.769551078621726
Bromodomain testis-specific protein,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,CHEMBL1232461,112.0,Kd,Homo sapiens,1.1200000000000001e-07,6.950781977329818
Bromodomain testis-specific protein,CN1C(=O)c2c(F)cccc2Oc2cc(N[C@H]3CC[C@H](O)CC3)ncc21,CHEMBL4763016,220.0,Kd,Homo sapiens,2.2e-07,6.657577319177793
Bromodomain testis-specific protein,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,CHEMBL1232461,60.0,Kd,Homo sapiens,6.000000000000001e-08,7.221848749616356
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,19.95,Kd,Homo sapiens,1.995e-08,7.700057099977233
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,19952.62,Kd,Homo sapiens,1.995262e-05,4.70000006855703
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,10.0,Kd,Homo sapiens,1e-08,8.0
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,31622.78,Kd,Homo sapiens,3.1622780000000004e-05,4.499999953328896
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)N[C@H]2C[C@@H]2C)cc(C(O)c2ccccc2)n1,CHEMBL4862372,25118.86,Kd,Homo sapiens,2.511886e-05,4.600000074606178
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)N[C@H]2C[C@@H]2C)cc(C(O)c2ccccc2)n1,CHEMBL4862372,1.995,Kd,Homo sapiens,1.9950000000000002e-09,8.700057099977233
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,19.95,Kd,Homo sapiens,1.995e-08,7.700057099977233
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,19952.62,Kd,Homo sapiens,1.995262e-05,4.70000006855703
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,10.0,Kd,Homo sapiens,1e-08,8.0
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,31622.78,Kd,Homo sapiens,3.1622780000000004e-05,4.499999953328896
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,19.95,Kd,Homo sapiens,1.995e-08,7.700057099977233
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,100.0,Kd,Homo sapiens,1.0000000000000001e-07,7.0
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,19952.62,Kd,Homo sapiens,1.995262e-05,4.70000006855703
Bromodomain testis-specific protein,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,CHEMBL4636881,2454.0,Kd,Homo sapiens,2.454e-06,5.610125441609014
Bromodomain testis-specific protein,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,CHEMBL4636881,15.0,Kd,Homo sapiens,1.5000000000000002e-08,7.823908740944319
Bromodomain testis-specific protein,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,CHEMBL4636881,2454.0,Kd,Homo sapiens,2.454e-06,5.610125441609014
Bromodomain testis-specific protein,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,CHEMBL4636881,36.0,Kd,Homo sapiens,3.6000000000000005e-08,7.443697499232712
Bromodomain testis-specific protein,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,CHEMBL4636881,15.0,Kd,Homo sapiens,1.5000000000000002e-08,7.823908740944319
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,CHEMBL4635134,5011.87,Kd,Homo sapiens,5.01187e-06,5.300000202445418
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,CHEMBL4635134,15.85,Kd,Homo sapiens,1.585e-08,7.79997073344623
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,CHEMBL4635134,5011.87,Kd,Homo sapiens,5.01187e-06,5.300000202445418
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,CHEMBL4635134,15.85,Kd,Homo sapiens,1.585e-08,7.79997073344623
Bromodomain testis-specific protein,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,CHEMBL4639128,18.0,Kd,Homo sapiens,1.8000000000000002e-08,7.7447274948966935
Bromodomain testis-specific protein,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,CHEMBL4639128,18.0,Kd,Homo sapiens,1.8000000000000002e-08,7.7447274948966935
Bromodomain testis-specific protein,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,CHEMBL4639128,5400.0,Kd,Homo sapiens,5.4e-06,5.267606240177032
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1,CHEMBL4637208,3981.07,Kd,Homo sapiens,3.98107e-06,5.40000018605658
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1,CHEMBL4637208,5.012,Kd,Homo sapiens,5.012e-09,8.299988937677888
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1,CHEMBL4637208,3981.07,Kd,Homo sapiens,3.98107e-06,5.40000018605658
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1,CHEMBL4637208,5.012,Kd,Homo sapiens,5.012e-09,8.299988937677888
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL513909,240.0,Kd,Homo sapiens,2.4000000000000003e-07,6.619788758288394
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,CHEMBL1233528,1030.0,Kd,Homo sapiens,1.03e-06,5.987162775294828
Bromodomain testis-specific protein,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,CHEMBL2392553,1900.0,Kd,Homo sapiens,1.9e-06,5.721246399047171
Bromodomain testis-specific protein,COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,CHEMBL2012582,700.0,Kd,Homo sapiens,7.000000000000001e-07,6.154901959985743
Bromodomain testis-specific protein,CCOc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)c1ccccc1C(=O)N2C,CHEMBL2381340,1600.0,Kd,Homo sapiens,1.6000000000000001e-06,5.795880017344075
Bromodomain testis-specific protein,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,CHEMBL1673046,3500.0,Kd,Homo sapiens,3.5000000000000004e-06,5.455931955649724
Bromodomain testis-specific protein,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,CHEMBL1957266,260.0,Kd,Homo sapiens,2.6e-07,6.585026652029182
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL513909,105.0,Kd,Homo sapiens,1.05e-07,6.978810700930062
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,CHEMBL1233528,113.0,Kd,Homo sapiens,1.13e-07,6.94692155651658
Bromodomain testis-specific protein,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,CHEMBL2392553,390.0,Kd,Homo sapiens,3.9e-07,6.4089353929735005
Bromodomain testis-specific protein,COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,CHEMBL2012582,390.0,Kd,Homo sapiens,3.9e-07,6.4089353929735005
Bromodomain testis-specific protein,CCOc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)c1ccccc1C(=O)N2C,CHEMBL2381340,500.0,Kd,Homo sapiens,5.000000000000001e-07,6.301029995663981
Bromodomain testis-specific protein,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,CHEMBL1673046,675.0,Kd,Homo sapiens,6.75e-07,6.170696227168975
Bromodomain testis-specific protein,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,CHEMBL1957266,22.0,Kd,Homo sapiens,2.2000000000000002e-08,7.657577319177793
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL513909,806.0,Kd,Homo sapiens,8.060000000000001e-07,6.09366495819491
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,CHEMBL1233528,1700.0,Kd,Homo sapiens,1.7e-06,5.769551078621726
Bromodomain testis-specific protein,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,CHEMBL2392553,1800.0,Kd,Homo sapiens,1.8000000000000001e-06,5.7447274948966935
Bromodomain testis-specific protein,COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,CHEMBL2012582,1700.0,Kd,Homo sapiens,1.7e-06,5.769551078621726
Bromodomain testis-specific protein,CCOc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)c1ccccc1C(=O)N2C,CHEMBL2381340,2100.0,Kd,Homo sapiens,2.1000000000000002e-06,5.6777807052660805
Bromodomain testis-specific protein,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,CHEMBL1673046,4200.0,Kd,Homo sapiens,4.2000000000000004e-06,5.376750709602099
Bromodomain testis-specific protein,Cc1cnc(Nc2ccc(C(=O)NC3CCN(C)CC3)c(F)c2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,CHEMBL4760892,59.0,Kd,Homo sapiens,5.9000000000000006e-08,7.229147988357855
Bromodomain testis-specific protein,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,CHEMBL1957266,188.0,Kd,Homo sapiens,1.8800000000000002e-07,6.72584215073632
Bromodomain testis-specific protein,Cc1cc(C)cc(Oc2cccc(-c3c(C)nnn3C3CCN(CCN(C)C)CC3)n2)c1,CHEMBL5083660,15.0,Kd,Homo sapiens,1.5000000000000002e-08,7.823908740944319
Bromodomain testis-specific protein,Cc1cc(C)cc(Oc2cccc(-c3c(C)nnn3C3CCN(CCN(C)C)CC3)n2)c1,CHEMBL5083660,250.0,Kd,Homo sapiens,2.5000000000000004e-07,6.6020599913279625
Bromodomain testis-specific protein,Cc1nnc2c(NC3CCN(CC(C)(C)F)CC3)cc(C(=O)N3[C@@H]4c5ccccc5C[C@H]3C(=O)N[C@@H]4C(C)C)nn12,CHEMBL5079885,199.53,Kd,Homo sapiens,1.9953000000000001e-07,6.699991797446187
Bromodomain testis-specific protein,Cn1cc(-c2cccc(N3CCCC3=O)c2)c2ccccc2c1=O,CHEMBL5170344,875.0,Kd,Homo sapiens,8.750000000000001e-07,6.057991946977687
Bromodomain testis-specific protein,CCS(=O)(=O)Nc1cccc(-c2cn(C)c(=O)c3ccccc23)c1,CHEMBL4227788,77.0,Kd,Homo sapiens,7.7e-08,7.113509274827518
Bromodomain testis-specific protein,CCS(=O)(=O)Nc1ccc(Oc2ccc(Cl)cc2)c(-c2cn(C)c(=O)c3ccccc23)c1,CHEMBL5184876,5.0,Kd,Homo sapiens,5e-09,8.301029995663981
Bromodomain testis-specific protein,CCS(=O)(=O)Nc1ccc(OCCOCCOCCOCCOc2ccc(NS(=O)(=O)CC)cc2-c2cn(C)c(=O)c3ccccc23)c(-c2cn(C)c(=O)c3ccccc23)c1,CHEMBL5170488,0.089,Kd,Homo sapiens,8.9e-11,10.050609993355087
Bromodomain testis-specific protein,Cc1cnc(Nc2ccc(C(=O)NC3CCN(C)CC3)c(F)c2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,CHEMBL4760892,9.5,Kd,Homo sapiens,9.5e-09,8.022276394711152
Bromodomain testis-specific protein,Cc1cnc(Nc2ccc(C(=O)NC3CCN(C(=O)COCCOCCOCC(=O)N4CCC(NC(=O)c5ccc(Nc6ncc(C)c(Nc7ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c7)n6)cc5F)CC4)CC3)c(F)c2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,CHEMBL5204093,0.6,Kd,Homo sapiens,6e-10,9.221848749616356
Bromodomain testis-specific protein,Cc1cnc(Nc2ccc(C(=O)NC3CCN(C(=O)COCCOCC(=O)N4CCC(NC(=O)c5ccc(Nc6ncc(C)c(Nc7ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c7)n6)cc5F)CC4)CC3)c(F)c2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,CHEMBL5201173,0.84,Kd,Homo sapiens,8.4e-10,9.075720713938118
Bromodomain testis-specific protein,Cc1cnc(Nc2ccc(C(=O)NC3CCN(C(=O)CCOCCOCCOCCOCCC(=O)N4CCC(NC(=O)c5ccc(Nc6ncc(C)c(Nc7ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c7)n6)cc5F)CC4)CC3)c(F)c2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,CHEMBL5178175,0.92,Kd,Homo sapiens,9.200000000000001e-10,9.036212172654444
Bromodomain testis-specific protein,Cc1cnc(Nc2ccc(C(=O)NC3CCN(C(=O)CCOCCOCCOCCOCCOCCC(=O)N4CCC(NC(=O)c5ccc(Nc6ncc(C)c(Nc7ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c7)n6)cc5F)CC4)CC3)c(F)c2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,CHEMBL5206426,0.6,Kd,Homo sapiens,6e-10,9.221848749616356
Bromodomain testis-specific protein,Cc1cnc(Nc2ccc(C(=O)NC3CCNCC3)c(F)c2)nc1Nc1cc(NS(=O)(=O)C(C)(C)C)cc(C(=O)NCCOCCOCCOCCC(=O)N2CCC(NC(=O)c3ccc(Nc4ncc(C)c(Nc5ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c5)n4)cc3F)CC2)c1,CHEMBL5188470,0.16,Kd,Homo sapiens,1.6000000000000002e-10,9.795880017344075
Bromodomain testis-specific protein,CCS(=O)(=O)Nc1ccc(Oc2ccc(Cl)cc2)c(-c2cn(C)c(=O)c3ccccc23)c1,CHEMBL5184876,12.0,Kd,Homo sapiens,1.2000000000000002e-08,7.920818753952375
Bromodomain testis-specific protein,CCS(=O)(=O)Nc1ccc(OCCOCCOCCOCCOc2ccc(NS(=O)(=O)CC)cc2-c2cn(C)c(=O)c3ccccc23)c(-c2cn(C)c(=O)c3ccccc23)c1,CHEMBL5170488,5.5,Kd,Homo sapiens,5.5000000000000004e-09,8.259637310505756
Bromodomain testis-specific protein,Cc1cnc(Nc2ccc(C(=O)NC3CCN(C)CC3)c(F)c2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,CHEMBL4760892,25.0,Kd,Homo sapiens,2.5000000000000002e-08,7.6020599913279625
