target_pref_name,canonical_smiles,molecule_chembl_id,standard_value,standard_type,target_organism,Kd_M,pKd,molecule,Morgan_Fingerprint,MACCS_Fingerprint,MolWt,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,MolMR,BalabanJ,BertzCT,RingCount,HallKierAlpha,FractionCSP3,MolVolume3D,degree_centrality,closeness_centrality,betweenness_centrality,clustering_coefficient,graph_density
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,31622.78,Kd,Homo sapiens,3.1622780000000004e-05,4.499999953328896,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7530>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B450>,463.58200000000033,3.672620000000002,3.0,6.0,103.26,5.0,132.83310000000003,1.4553505054600269,1213.1442935639052,5.0,-3.130000000000001,0.5,463.2583399160009,0.0677361853832442,0.169339566081589,0.1608177361853832,0.0,0.0677361853832442
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,19.95,Kd,Homo sapiens,1.995e-08,7.700057099977233,<rdkit.Chem.rdchem.Mol object at 0x00000213792E75A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E5177D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B4C0>,463.58200000000033,3.672620000000002,3.0,6.0,103.26,5.0,132.83310000000003,1.4553505054600269,1213.1442935639052,5.0,-3.130000000000001,0.5,463.2583399160009,0.0677361853832442,0.169339566081589,0.1608177361853832,0.0,0.0677361853832442
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,100.0,Kd,Homo sapiens,1.0000000000000001e-07,7.0,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7610>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517840>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B530>,463.58200000000033,3.672620000000002,3.0,6.0,103.26,5.0,132.83310000000003,1.4553505054600269,1213.1442935639052,5.0,-3.130000000000001,0.5,463.2583399160009,0.0677361853832442,0.169339566081589,0.1608177361853832,0.0,0.0677361853832442
Bromodomain testis-specific protein,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,CHEMBL4648362,19952.62,Kd,Homo sapiens,1.995262e-05,4.70000006855703,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7680>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E5178B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B5A0>,463.58200000000033,3.672620000000002,3.0,6.0,103.26,5.0,132.83310000000003,1.4553505054600269,1213.1442935639052,5.0,-3.130000000000001,0.5,463.2583399160009,0.0677361853832442,0.169339566081589,0.1608177361853832,0.0,0.0677361853832442
Bromodomain testis-specific protein,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,CHEMBL4636881,2454.0,Kd,Homo sapiens,2.454e-06,5.610125441609014,<rdkit.Chem.rdchem.Mol object at 0x00000213792E76F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517920>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B610>,414.47700000000015,3.9574000000000034,3.0,4.0,87.66000000000001,6.0,111.91770000000002,1.8389329704462312,895.5761586248012,3.0,-2.9299999999999997,0.391304347826087,414.1954855640008,0.0735632183908046,0.176339758603589,0.1761904761904761,0.0,0.0735632183908046
Bromodomain testis-specific protein,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,CHEMBL4636881,15.0,Kd,Homo sapiens,1.5000000000000002e-08,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B680>,414.47700000000015,3.9574000000000034,3.0,4.0,87.66000000000001,6.0,111.91770000000002,1.8389329704462312,895.5761586248012,3.0,-2.9299999999999997,0.391304347826087,414.1954855640008,0.0735632183908046,0.176339758603589,0.1761904761904761,0.0,0.0735632183908046
Bromodomain testis-specific protein,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,CHEMBL4636881,2454.0,Kd,Homo sapiens,2.454e-06,5.610125441609014,<rdkit.Chem.rdchem.Mol object at 0x00000213792E77D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517A00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B6F0>,414.47700000000015,3.9574000000000034,3.0,4.0,87.66000000000001,6.0,111.91770000000002,1.8389329704462312,895.5761586248012,3.0,-2.9299999999999997,0.391304347826087,414.1954855640008,0.0735632183908046,0.176339758603589,0.1761904761904761,0.0,0.0735632183908046
Bromodomain testis-specific protein,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,CHEMBL4636881,36.0,Kd,Homo sapiens,3.6000000000000005e-08,7.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7840>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517A70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B760>,414.47700000000015,3.9574000000000034,3.0,4.0,87.66000000000001,6.0,111.91770000000002,1.8389329704462312,895.5761586248012,3.0,-2.9299999999999997,0.391304347826087,414.1954855640008,0.0735632183908046,0.176339758603589,0.1761904761904761,0.0,0.0735632183908046
Bromodomain testis-specific protein,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,CHEMBL4636881,15.0,Kd,Homo sapiens,1.5000000000000002e-08,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x00000213792E78B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517AE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B7D0>,414.47700000000015,3.9574000000000034,3.0,4.0,87.66000000000001,6.0,111.91770000000002,1.8389329704462312,895.5761586248012,3.0,-2.9299999999999997,0.391304347826087,414.1954855640008,0.0735632183908046,0.176339758603589,0.1761904761904761,0.0,0.0735632183908046
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,CHEMBL4635134,5011.87,Kd,Homo sapiens,5.01187e-06,5.300000202445418,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7920>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517B50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B840>,325.368,1.1483999999999992,2.0,4.0,80.2,5.0,90.12440000000004,1.9976078964192323,823.1477843700807,3.0,-2.89,0.2777777777777778,325.1426414680005,0.0942028985507246,0.2162831735962249,0.1742424242424242,0.0972222222222222,0.0942028985507246
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,CHEMBL4635134,15.85,Kd,Homo sapiens,1.585e-08,7.79997073344623,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517BC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B8B0>,325.368,1.1483999999999992,2.0,4.0,80.2,5.0,90.12440000000004,1.9976078964192323,823.1477843700807,3.0,-2.89,0.2777777777777778,325.1426414680005,0.0942028985507246,0.2162831735962249,0.1742424242424242,0.0972222222222222,0.0942028985507246
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,CHEMBL4635134,5011.87,Kd,Homo sapiens,5.01187e-06,5.300000202445418,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7A00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517C30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B920>,325.368,1.1483999999999992,2.0,4.0,80.2,5.0,90.12440000000004,1.9976078964192323,823.1477843700807,3.0,-2.89,0.2777777777777778,325.1426414680005,0.0942028985507246,0.2162831735962249,0.1742424242424242,0.0972222222222222,0.0942028985507246
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,CHEMBL4635134,15.85,Kd,Homo sapiens,1.585e-08,7.79997073344623,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7A70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517CA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81B990>,325.368,1.1483999999999992,2.0,4.0,80.2,5.0,90.12440000000004,1.9976078964192323,823.1477843700807,3.0,-2.89,0.2777777777777778,325.1426414680005,0.0942028985507246,0.2162831735962249,0.1742424242424242,0.0972222222222222,0.0942028985507246
Bromodomain testis-specific protein,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,CHEMBL4639128,18.0,Kd,Homo sapiens,1.8000000000000002e-08,7.744727494896693,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7AE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517D10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BA00>,511.6260000000003,5.600340000000005,1.0,8.0,87.23000000000002,8.0,147.4446999999998,1.5783190798889803,1565.1026172166305,6.0,-3.749999999999999,0.3666666666666666,511.258339916001,0.0611664295874822,0.1692761828288197,0.143590959380433,0.0,0.0611664295874822
Bromodomain testis-specific protein,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,CHEMBL4639128,18.0,Kd,Homo sapiens,1.8000000000000002e-08,7.744727494896693,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7B50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517D80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BA70>,511.6260000000003,5.600340000000005,1.0,8.0,87.23000000000002,8.0,147.4446999999998,1.5783190798889803,1565.1026172166305,6.0,-3.749999999999999,0.3666666666666666,511.258339916001,0.0611664295874822,0.1692761828288197,0.143590959380433,0.0,0.0611664295874822
Bromodomain testis-specific protein,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,CHEMBL4639128,5400.0,Kd,Homo sapiens,5.4e-06,5.267606240177032,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7BC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517DF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BAE0>,511.6260000000003,5.600340000000005,1.0,8.0,87.23000000000002,8.0,147.4446999999998,1.5783190798889803,1565.1026172166305,6.0,-3.749999999999999,0.3666666666666666,511.258339916001,0.0611664295874822,0.1692761828288197,0.143590959380433,0.0,0.0611664295874822
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1,CHEMBL4637208,3981.07,Kd,Homo sapiens,3.98107e-06,5.40000018605658,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7C30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517E60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BB50>,410.4450000000001,2.2832,2.0,4.0,76.66000000000001,5.0,107.56140000000002,1.537867318355291,986.1976664523928,5.0,-2.9299999999999997,0.391304347826087,410.1641854360007,0.0781609195402299,0.1941373263154719,0.156568144499179,0.0333333333333333,0.0781609195402298
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1,CHEMBL4637208,5.012,Kd,Homo sapiens,5.012e-09,8.299988937677888,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7CA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517ED0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BBC0>,410.4450000000001,2.2832,2.0,4.0,76.66000000000001,5.0,107.56140000000002,1.537867318355291,986.1976664523928,5.0,-2.9299999999999997,0.391304347826087,410.1641854360007,0.0781609195402299,0.1941373263154719,0.156568144499179,0.0333333333333333,0.0781609195402298
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1,CHEMBL4637208,3981.07,Kd,Homo sapiens,3.98107e-06,5.40000018605658,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7D10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E517F40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BC30>,410.4450000000001,2.2832,2.0,4.0,76.66000000000001,5.0,107.56140000000002,1.537867318355291,986.1976664523928,5.0,-2.9299999999999997,0.391304347826087,410.1641854360007,0.0781609195402299,0.1941373263154719,0.156568144499179,0.0333333333333333,0.0781609195402298
Bromodomain testis-specific protein,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1,CHEMBL4637208,5.012,Kd,Homo sapiens,5.012e-09,8.299988937677888,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7D80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E520040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BCA0>,410.4450000000001,2.2832,2.0,4.0,76.66000000000001,5.0,107.56140000000002,1.537867318355291,986.1976664523928,5.0,-2.9299999999999997,0.391304347826087,410.1641854360007,0.0781609195402299,0.1941373263154719,0.156568144499179,0.0333333333333333,0.0781609195402298
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL513909,240.0,Kd,Homo sapiens,2.400000000000001e-07,6.619788758288394,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7DF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E5200B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BD10>,521.6660000000004,3.5568000000000017,2.0,8.0,102.93,7.0,148.5178999999998,1.3751490134613775,1175.0323748374883,5.0,-3.4000000000000004,0.5714285714285714,521.3114381080011,0.0597439544807965,0.1451964980620491,0.1713687371582108,0.0,0.0597439544807965
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,CHEMBL1233528,1030.0,Kd,Homo sapiens,1.03e-06,5.987162775294828,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7E60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E520120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BD80>,618.8270000000002,4.2672000000000025,2.0,9.0,106.17,10.0,177.65989999999948,1.0569119015020574,1365.206934127352,6.0,-3.4400000000000004,0.6470588235294118,618.4005874600014,0.0505050505050505,0.1145067697896725,0.1885130373502467,0.0518518518518518,0.0505050505050505
Bromodomain testis-specific protein,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,CHEMBL2392553,1900.0,Kd,Homo sapiens,1.9e-06,5.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7ED0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E520190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BDF0>,543.6190000000001,3.4135000000000018,2.0,8.0,102.93,6.0,144.25289999999987,1.3884583071247425,1229.8565388932614,5.0,-3.54,0.5555555555555556,543.276944420001,0.0580296896086369,0.14413051334717,0.1681803260750629,0.0,0.0580296896086369
Bromodomain testis-specific protein,COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,CHEMBL2012582,700.0,Kd,Homo sapiens,7.000000000000001e-07,6.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x00000213792E7F40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E520200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BE60>,570.6980000000001,3.4387000000000016,1.0,9.0,97.38,5.0,163.54269999999963,1.1660448112309354,1480.752488679424,6.0,-4.22,0.4193548387096774,570.3066870760011,0.0545876887340302,0.1283097650006063,0.1777584204413472,0.0,0.0545876887340302
Bromodomain testis-specific protein,CCOc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)c1ccccc1C(=O)N2C,CHEMBL2381340,1600.0,Kd,Homo sapiens,1.6e-06,5.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x00000213792E8040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E520270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BED0>,638.8170000000002,5.141600000000004,1.0,9.0,97.38,7.0,184.4916999999994,1.1182845277770646,1609.4600702764872,7.0,-4.22,0.5,638.3692873320014,0.0490286771507863,0.1247496870547192,0.1632850241545893,0.0,0.0490286771507863
Bromodomain testis-specific protein,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,CHEMBL1673046,3500.0,Kd,Homo sapiens,3.5000000000000004e-06,5.455931955649724,<rdkit.Chem.rdchem.Mol object at 0x00000213792E80B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E5202E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F81BF40>,474.5650000000002,3.9379000000000026,2.0,8.0,94.06,5.0,137.6179999999999,1.4603382140849188,1241.5068183089113,5.0,-3.85,0.3461538461538461,474.23793882000086,0.0655462184873949,0.1594377989045125,0.1670486376368729,0.0,0.0655462184873949
Bromodomain testis-specific protein,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,CHEMBL1957266,260.0,Kd,Homo sapiens,2.6e-07,6.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x00000213792E8120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E520350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F828040>,456.9990000000003,5.531360000000006,0.0,7.0,69.37,3.0,123.74100000000004,1.9117719569262777,1185.6200271680298,4.0,-2.51,0.391304347826087,456.1386747200007,0.0731182795698924,0.2012726743728647,0.1446792732665925,0.0,0.0731182795698924
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL513909,105.0,Kd,Homo sapiens,1.05e-07,6.978810700930062,<rdkit.Chem.rdchem.Mol object at 0x00000213792E8190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E5203C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F8280B0>,521.6660000000004,3.5568000000000017,2.0,8.0,102.93,7.0,148.5178999999998,1.3751490134613775,1175.0323748374883,5.0,-3.4000000000000004,0.5714285714285714,521.3114381080011,0.0597439544807965,0.1451964980620491,0.1713687371582108,0.0,0.0597439544807965
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,CHEMBL1233528,113.0,Kd,Homo sapiens,1.13e-07,6.94692155651658,<rdkit.Chem.rdchem.Mol object at 0x00000213792E8200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E520430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F828120>,618.8270000000002,4.2672000000000025,2.0,9.0,106.17,10.0,177.65989999999948,1.0569119015020574,1365.206934127352,6.0,-3.4400000000000004,0.6470588235294118,618.4005874600014,0.0505050505050505,0.1145067697896725,0.1885130373502467,0.0518518518518518,0.0505050505050505
Bromodomain testis-specific protein,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,CHEMBL2392553,390.0,Kd,Homo sapiens,3.9e-07,6.4089353929735005,<rdkit.Chem.rdchem.Mol object at 0x00000213792E8270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E5204A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F828190>,543.6190000000001,3.4135000000000018,2.0,8.0,102.93,6.0,144.25289999999987,1.3884583071247425,1229.8565388932614,5.0,-3.54,0.5555555555555556,543.276944420001,0.0580296896086369,0.14413051334717,0.1681803260750629,0.0,0.0580296896086369
Bromodomain testis-specific protein,COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,CHEMBL2012582,390.0,Kd,Homo sapiens,3.9e-07,6.4089353929735005,<rdkit.Chem.rdchem.Mol object at 0x00000213792E82E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E520510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F828200>,570.6980000000001,3.4387000000000016,1.0,9.0,97.38,5.0,163.54269999999963,1.1660448112309354,1480.752488679424,6.0,-4.22,0.4193548387096774,570.3066870760011,0.0545876887340302,0.1283097650006063,0.1777584204413472,0.0,0.0545876887340302
Bromodomain testis-specific protein,CCOc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)c1ccccc1C(=O)N2C,CHEMBL2381340,500.0,Kd,Homo sapiens,5.000000000000001e-07,6.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x00000213792E8350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E520580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F828270>,638.8170000000002,5.141600000000004,1.0,9.0,97.38,7.0,184.4916999999994,1.1182845277770646,1609.4600702764872,7.0,-4.22,0.5,638.3692873320014,0.0490286771507863,0.1247496870547192,0.1632850241545893,0.0,0.0490286771507863
Bromodomain testis-specific protein,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,CHEMBL1673046,675.0,Kd,Homo sapiens,6.75e-07,6.170696227168975,<rdkit.Chem.rdchem.Mol object at 0x00000213792E83C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E5205F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F8282E0>,474.5650000000002,3.9379000000000026,2.0,8.0,94.06,5.0,137.6179999999999,1.4603382140849188,1241.5068183089113,5.0,-3.85,0.3461538461538461,474.23793882000086,0.0655462184873949,0.1594377989045125,0.1670486376368729,0.0,0.0655462184873949
Bromodomain testis-specific protein,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,CHEMBL1957266,22.0,Kd,Homo sapiens,2.2000000000000002e-08,7.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x00000213792E8430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E520660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F828350>,456.9990000000003,5.531360000000006,0.0,7.0,69.37,3.0,123.74100000000004,1.9117719569262777,1185.6200271680298,4.0,-2.51,0.391304347826087,456.1386747200007,0.0731182795698924,0.2012726743728647,0.1446792732665925,0.0,0.0731182795698924
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL513909,806.0,Kd,Homo sapiens,8.060000000000001e-07,6.09366495819491,<rdkit.Chem.rdchem.Mol object at 0x00000213792E84A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E5206D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F8283C0>,521.6660000000004,3.5568000000000017,2.0,8.0,102.93,7.0,148.5178999999998,1.3751490134613775,1175.0323748374883,5.0,-3.4000000000000004,0.5714285714285714,521.3114381080011,0.0597439544807965,0.1451964980620491,0.1713687371582108,0.0,0.0597439544807965
Bromodomain testis-specific protein,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,CHEMBL1233528,1700.0,Kd,Homo sapiens,1.7e-06,5.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x00000213792E8510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E520740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F828430>,618.8270000000002,4.2672000000000025,2.0,9.0,106.17,10.0,177.65989999999948,1.0569119015020574,1365.206934127352,6.0,-3.4400000000000004,0.6470588235294118,618.4005874600014,0.0505050505050505,0.1145067697896725,0.1885130373502467,0.0518518518518518,0.0505050505050505
Bromodomain testis-specific protein,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,CHEMBL2392553,1800.0,Kd,Homo sapiens,1.8e-06,5.7447274948966935,<rdkit.Chem.rdchem.Mol object at 0x00000213792E8580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137E5207B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002137F8284A0>,543.6190000000001,3.4135000000000018,2.0,8.0,102.93,6.0,144.25289999999987,1.3884583071247425,1229.8565388932614,5.0,-3.54,0.5555555555555556,543.276944420001,0.0580296896086369,0.14413051334717,0.1681803260750629,0.0,0.0580296896086369
